Rack,Source,Rack,Destination,Volume,Tool
1,A1,1,H3,10,TS_50
1,A1,1,H4,10,TS_50
1,A1,1,H5,10,TS_50
1,A1,1,H6,10,TS_50
1,A1,1,H7,10,TS_50
1,A1,1,H8,10,TS_50
1,A1,1,H9,10,TS_50
1,A1,1,H10,10,TS_50
1,A1,1,H11,10,TS_50
1,A1,1,H12,10,TS_50
1,A4,3,B2,10,TS_50
1,B3,3,B2,10,TS_50
1,B6,3,B2,10,TS_50
1,C5,3,B2,10,TS_50
1,D2,3,B2,10,TS_50
1,D6,3,B2,10,TS_50
1,A5,3,C2,10,TS_50
1,B2,3,C2,10,TS_50
1,C1,3,C2,10,TS_50
1,C5,3,C2,10,TS_50
1,D2,3,C2,10,TS_50
1,D7,3,C2,10,TS_50
1,A5,3,D2,10,TS_50
1,B3,3,D2,10,TS_50
1,C1,3,D2,10,TS_50
1,C4,3,D2,10,TS_50
1,D3,3,D2,10,TS_50
1,D7,3,D2,10,TS_50
1,A4,3,E2,10,TS_50
1,B2,3,E2,10,TS_50
1,C1,3,E2,10,TS_50
1,C4,3,E2,10,TS_50
1,D2,3,E2,10,TS_50
1,D6,3,E2,10,TS_50
1,A5,3,F2,10,TS_50
1,B2,3,F2,10,TS_50
1,C1,3,F2,10,TS_50
1,C4,3,F2,10,TS_50
1,D3,3,F2,10,TS_50
1,D6,3,F2,10,TS_50
1,A3,3,G2,10,TS_50
1,B1,3,G2,10,TS_50
1,B5,3,G2,10,TS_50
1,C3,3,G2,10,TS_50
1,D1,3,G2,10,TS_50
1,D5,3,G2,10,TS_50
1,A5,3,B3,10,TS_50
1,B3,3,B3,10,TS_50
1,B6,3,B3,10,TS_50
1,C5,3,B3,10,TS_50
1,D3,3,B3,10,TS_50
1,D6,3,B3,10,TS_50
1,A4,3,C3,10,TS_50
1,B2,3,C3,10,TS_50
1,B6,3,C3,10,TS_50
1,C5,3,C3,10,TS_50
1,D2,3,C3,10,TS_50
1,D7,3,C3,10,TS_50
1,A4,3,D3,10,TS_50
1,B3,3,D3,10,TS_50
1,C1,3,D3,10,TS_50
1,C5,3,D3,10,TS_50
1,D3,3,D3,10,TS_50
1,D6,3,D3,10,TS_50
1,A5,3,E3,10,TS_50
1,B2,3,E3,10,TS_50
1,B6,3,E3,10,TS_50
1,C5,3,E3,10,TS_50
1,D2,3,E3,10,TS_50
1,D6,3,E3,10,TS_50
1,A5,3,F3,10,TS_50
1,B2,3,F3,10,TS_50
1,C1,3,F3,10,TS_50
1,C4,3,F3,10,TS_50
1,D2,3,F3,10,TS_50
1,D7,3,F3,10,TS_50
1,A5,3,G3,10,TS_50
1,B3,3,G3,10,TS_50
1,C1,3,G3,10,TS_50
1,C5,3,G3,10,TS_50
1,D3,3,G3,10,TS_50
1,D7,3,G3,10,TS_50
1,A3,3,B4,10,TS_50
1,B1,3,B4,10,TS_50
1,B5,3,B4,10,TS_50
1,C3,3,B4,10,TS_50
1,D1,3,B4,10,TS_50
1,D5,3,B4,10,TS_50
1,A3,3,C4,10,TS_50
1,B1,3,C4,10,TS_50
1,B5,3,C4,10,TS_50
1,C3,3,C4,10,TS_50
1,D1,3,C4,10,TS_50
1,D5,3,C4,10,TS_50
1,A4,3,D4,10,TS_50
1,B3,3,D4,10,TS_50
1,B6,3,D4,10,TS_50
1,C4,3,D4,10,TS_50
1,D3,3,D4,10,TS_50
1,D7,3,D4,10,TS_50
1,A3,3,E4,10,TS_50
1,B1,3,E4,10,TS_50
1,B5,3,E4,10,TS_50
1,C3,3,E4,10,TS_50
1,D1,3,E4,10,TS_50
1,D5,3,E4,10,TS_50
1,A4,3,F4,10,TS_50
1,B3,3,F4,10,TS_50
1,B6,3,F4,10,TS_50
1,C5,3,F4,10,TS_50
1,D3,3,F4,10,TS_50
1,D7,3,F4,10,TS_50
1,A3,3,G4,10,TS_50
1,B1,3,G4,10,TS_50
1,B5,3,G4,10,TS_50
1,C3,3,G4,10,TS_50
1,D1,3,G4,10,TS_50
1,D5,3,G4,10,TS_50
1,A5,3,B5,10,TS_50
1,B3,3,B5,10,TS_50
1,C1,3,B5,10,TS_50
1,C4,3,B5,10,TS_50
1,D2,3,B5,10,TS_50
1,D6,3,B5,10,TS_50
1,A5,3,C5,10,TS_50
1,B2,3,C5,10,TS_50
1,B6,3,C5,10,TS_50
1,C4,3,C5,10,TS_50
1,D3,3,C5,10,TS_50
1,D7,3,C5,10,TS_50
1,A4,3,D5,10,TS_50
1,B3,3,D5,10,TS_50
1,C1,3,D5,10,TS_50
1,C4,3,D5,10,TS_50
1,D2,3,D5,10,TS_50
1,D7,3,D5,10,TS_50
1,A4,3,E5,10,TS_50
1,B3,3,E5,10,TS_50
1,B6,3,E5,10,TS_50
1,C4,3,E5,10,TS_50
1,D2,3,E5,10,TS_50
1,D6,3,E5,10,TS_50
1,A5,3,F5,10,TS_50
1,B3,3,F5,10,TS_50
1,B6,3,F5,10,TS_50
1,C5,3,F5,10,TS_50
1,D2,3,F5,10,TS_50
1,D7,3,F5,10,TS_50
1,A4,3,G5,10,TS_50
1,B2,3,G5,10,TS_50
1,B6,3,G5,10,TS_50
1,C4,3,G5,10,TS_50
1,D2,3,G5,10,TS_50
1,D7,3,G5,10,TS_50
1,A4,3,B6,10,TS_50
1,B3,3,B6,10,TS_50
1,C1,3,B6,10,TS_50
1,C4,3,B6,10,TS_50
1,D3,3,B6,10,TS_50
1,D6,3,B6,10,TS_50
1,A4,3,C6,10,TS_50
1,B2,3,C6,10,TS_50
1,B6,3,C6,10,TS_50
1,C4,3,C6,10,TS_50
1,D3,3,C6,10,TS_50
1,D6,3,C6,10,TS_50
1,A5,3,D6,10,TS_50
1,B3,3,D6,10,TS_50
1,C1,3,D6,10,TS_50
1,C5,3,D6,10,TS_50
1,D2,3,D6,10,TS_50
1,D6,3,D6,10,TS_50
1,A4,3,E6,10,TS_50
1,B2,3,E6,10,TS_50
1,B6,3,E6,10,TS_50
1,C5,3,E6,10,TS_50
1,D3,3,E6,10,TS_50
1,D6,3,E6,10,TS_50
1,A4,3,F6,10,TS_50
1,B2,3,F6,10,TS_50
1,C1,3,F6,10,TS_50
1,C5,3,F6,10,TS_50
1,D3,3,F6,10,TS_50
1,D7,3,F6,10,TS_50
1,A5,3,G6,10,TS_50
1,B2,3,G6,10,TS_50
1,B6,3,G6,10,TS_50
1,C4,3,G6,10,TS_50
1,D2,3,G6,10,TS_50
1,D6,3,G6,10,TS_50
1,A5,3,B7,10,TS_50
1,B2,3,B7,10,TS_50
1,C1,3,B7,10,TS_50
1,C5,3,B7,10,TS_50
1,D3,3,B7,10,TS_50
1,D6,3,B7,10,TS_50
1,A5,3,C7,10,TS_50
1,B3,3,C7,10,TS_50
1,B6,3,C7,10,TS_50
1,C4,3,C7,10,TS_50
1,D2,3,C7,10,TS_50
1,D7,3,C7,10,TS_50
1,A5,3,D7,10,TS_50
1,B3,3,D7,10,TS_50
1,B6,3,D7,10,TS_50
1,C4,3,D7,10,TS_50
1,D3,3,D7,10,TS_50
1,D6,3,D7,10,TS_50
1,A4,3,E7,10,TS_50
1,B2,3,E7,10,TS_50
1,C1,3,E7,10,TS_50
1,C4,3,E7,10,TS_50
1,D3,3,E7,10,TS_50
1,D7,3,E7,10,TS_50
1,A5,3,F7,10,TS_50
1,B2,3,F7,10,TS_50
1,B6,3,F7,10,TS_50
1,C5,3,F7,10,TS_50
1,D3,3,F7,10,TS_50
1,D7,3,F7,10,TS_50
1,A3,3,G7,10,TS_50
1,B1,3,G7,10,TS_50
1,B5,3,G7,10,TS_50
1,C3,3,G7,10,TS_50
1,D1,3,G7,10,TS_50
1,D5,3,G7,10,TS_50
1,A4,3,B8,10,TS_50
1,B2,3,B8,10,TS_50
1,C1,3,B8,10,TS_50
1,C5,3,B8,10,TS_50
1,D2,3,B8,10,TS_50
1,D6,3,B8,10,TS_50
1,A4,3,C8,10,TS_50
1,B3,3,C8,10,TS_50
1,C1,3,C8,10,TS_50
1,C5,3,C8,10,TS_50
1,D2,3,C8,10,TS_50
1,D7,3,C8,10,TS_50
1,A4,3,D8,10,TS_50
1,B2,3,D8,10,TS_50
1,B6,3,D8,10,TS_50
1,C4,3,D8,10,TS_50
1,D3,3,D8,10,TS_50
1,D7,3,D8,10,TS_50
1,A3,3,E8,10,TS_50
1,B1,3,E8,10,TS_50
1,B5,3,E8,10,TS_50
1,C3,3,E8,10,TS_50
1,D1,3,E8,10,TS_50
1,D5,3,E8,10,TS_50
1,A5,3,F8,10,TS_50
1,B3,3,F8,10,TS_50
1,B6,3,F8,10,TS_50
1,C5,3,F8,10,TS_50
1,D3,3,F8,10,TS_50
1,D7,3,F8,10,TS_50
1,A4,3,G8,10,TS_50
1,B3,3,G8,10,TS_50
1,C1,3,G8,10,TS_50
1,C5,3,G8,10,TS_50
1,D3,3,G8,10,TS_50
1,D7,3,G8,10,TS_50
1,A4,3,B9,10,TS_50
1,B3,3,B9,10,TS_50
1,C1,3,B9,10,TS_50
1,C4,3,B9,10,TS_50
1,D2,3,B9,10,TS_50
1,D6,3,B9,10,TS_50
1,A4,3,C9,10,TS_50
1,B2,3,C9,10,TS_50
1,C1,3,C9,10,TS_50
1,C4,3,C9,10,TS_50
1,D2,3,C9,10,TS_50
1,D7,3,C9,10,TS_50
1,A4,3,D9,10,TS_50
1,B3,3,D9,10,TS_50
1,B6,3,D9,10,TS_50
1,C5,3,D9,10,TS_50
1,D2,3,D9,10,TS_50
1,D7,3,D9,10,TS_50
1,A4,3,E9,10,TS_50
1,B3,3,E9,10,TS_50
1,C1,3,E9,10,TS_50
1,C5,3,E9,10,TS_50
1,D2,3,E9,10,TS_50
1,D6,3,E9,10,TS_50
1,A3,3,F9,10,TS_50
1,B1,3,F9,10,TS_50
1,B5,3,F9,10,TS_50
1,C3,3,F9,10,TS_50
1,D1,3,F9,10,TS_50
1,D5,3,F9,10,TS_50
1,A3,3,G9,10,TS_50
1,B1,3,G9,10,TS_50
1,B5,3,G9,10,TS_50
1,C3,3,G9,10,TS_50
1,D1,3,G9,10,TS_50
1,D5,3,G9,10,TS_50
1,A4,3,B10,10,TS_50
1,B2,3,B10,10,TS_50
1,B6,3,B10,10,TS_50
1,C5,3,B10,10,TS_50
1,D3,3,B10,10,TS_50
1,D7,3,B10,10,TS_50
1,A5,3,C10,10,TS_50
1,B2,3,C10,10,TS_50
1,C1,3,C10,10,TS_50
1,C5,3,C10,10,TS_50
1,D2,3,C10,10,TS_50
1,D6,3,C10,10,TS_50
1,A4,3,D10,10,TS_50
1,B2,3,D10,10,TS_50
1,B6,3,D10,10,TS_50
1,C5,3,D10,10,TS_50
1,D2,3,D10,10,TS_50
1,D6,3,D10,10,TS_50
1,A4,3,E10,10,TS_50
1,B3,3,E10,10,TS_50
1,B6,3,E10,10,TS_50
1,C4,3,E10,10,TS_50
1,D3,3,E10,10,TS_50
1,D6,3,E10,10,TS_50
1,A4,3,F10,10,TS_50
1,B3,3,F10,10,TS_50
1,B6,3,F10,10,TS_50
1,C4,3,F10,10,TS_50
1,D2,3,F10,10,TS_50
1,D7,3,F10,10,TS_50
1,A4,3,G10,10,TS_50
1,B2,3,G10,10,TS_50
1,C1,3,G10,10,TS_50
1,C5,3,G10,10,TS_50
1,D3,3,G10,10,TS_50
1,D6,3,G10,10,TS_50
1,A3,3,B11,10,TS_50
1,B1,3,B11,10,TS_50
1,B5,3,B11,10,TS_50
1,C3,3,B11,10,TS_50
1,D1,3,B11,10,TS_50
1,D5,3,B11,10,TS_50
1,A5,3,C11,10,TS_50
1,B2,3,C11,10,TS_50
1,C1,3,C11,10,TS_50
1,C4,3,C11,10,TS_50
1,D2,3,C11,10,TS_50
1,D6,3,C11,10,TS_50
1,A4,3,D11,10,TS_50
1,B2,3,D11,10,TS_50
1,C1,3,D11,10,TS_50
1,C4,3,D11,10,TS_50
1,D3,3,D11,10,TS_50
1,D6,3,D11,10,TS_50
1,A5,3,E11,10,TS_50
1,B3,3,E11,10,TS_50
1,C1,3,E11,10,TS_50
1,C4,3,E11,10,TS_50
1,D2,3,E11,10,TS_50
1,D7,3,E11,10,TS_50
1,A4,3,F11,10,TS_50
1,B3,3,F11,10,TS_50
1,B6,3,F11,10,TS_50
1,C5,3,F11,10,TS_50
1,D3,3,F11,10,TS_50
1,D6,3,F11,10,TS_50
1,A5,3,G11,10,TS_50
1,B2,3,G11,10,TS_50
1,B6,3,G11,10,TS_50
1,C5,3,G11,10,TS_50
1,D3,3,G11,10,TS_50
1,D6,3,G11,10,TS_50
